388411,$2800000,9,50,,100,''
388468,$2376000,8,59,59,99,''
388732,$65000,3,27,31,100.00000000000001,''
388871,$122320,5,30,28,101,''
388941,$1713420,4,46,,92.91800000000002,''
389138,$1001000,5,61,63,100,''
389181,$2201700,8,53,52,100.19999999999997,''
389254,$6380250,9,40,,85.07000000000001,''
389358,$299670,2,63,,99.89,''
389384,$19,2,17,19,19,''
389445,$920000,10,55,60,100,''
389686,$1066500,2,60,,100,''
389839,$169650,3,37,,100,''
389895,$250000,3,31,,100,''
389943,$193614,4,32,28,99.57,''
389979,$69000,6,50,48,92,''
390159,$3516000,12,62,59,87.9,''
390594,$4444650,10,66,62,98.76999999999997,''
390693,$1622820,8,53,49,95.45999999999998,''
390862,$100.02,4,47,,100.02,''
391249,$400000,8,33,,220.9,''
391265,$100.00000000000001,8,51,50,100.00000000000001,''
391275,$100.05000000000001,7,34,,100.04999999999998,''
391383,$100,8,44,40,700,''
391428,$99.99,6,40,,99.99,''
391445,$700000,2,65,63,200,''
391553,$1159763.779527559,11,52,,1270,''
391708,$1000000,4,20,,300,''
391749,$2006600,11,53,50,100.33000000000003,''
392121,$100,5,58,58,100,''
392175,$96.88400000000001,5,50,,96.88400000000003,''
392309,$4500000,10,66,62,99.99999999999999,''
392390,$353990,5,35,,161.14,''
392413,$100,4,33,,100,''
392553,$1260000,9,52,,100,''
392689,$266431,8,46,45,58.3,''
392721,$300.355,3,36,,100,''
392741,$99.97000000000001,9,33,,99.97000000000001,''
393201,$5000000,5,40,,100,''
393209,$99.99999999999999,7,57,,99.99999999999999,''
393252,$115,13,51,2023,115,''
393329,$2462500,11,65,61,98.49999999999999,''
393499,$63000,2,74,,4,''
393590,$280971.3,6,63,,87.53000000000002,''
393614,$100.92999999999999,4,46,,100.93,''
393642,$1699320,8,41,,99.96,''
393713,$88.56,15,40,36,88.56,''
393788,$597712.5,6,33,32,103.95,''
393825,$270000,7,36,36,100,''
394031,$98,3,30,,98,''
